dataset,noise,model,k,k_accuracies
multiarith,punctuation_50,Qwen3-14B,20,[0.99444444 0.99444444 0.99444444 0.99444444 0.99444444 0.99444444]
multiarith,punctuation_50,Qwen3-14B,25,[0.99444444]
gsm,punctuation_50,Qwen3-4B,1,"[0.78847612 0.78544352 0.79681577 0.79833207 0.78468537 0.77482942
 0.78392722 0.79150872 0.78392722 0.77634572 0.78695982 0.79302502
 0.79605762 0.78316907 0.79075057 0.78392722 0.80212282 0.77862017
 0.78999242 0.79454132 0.79302502 0.77634572 0.78847612 0.79302502
 0.77331312]"
gsm,punctuation_50,Qwen3-4B,5,"[0.86429113 0.86959818 0.87793783 0.86808188 0.87035633 0.87111448
 0.86050038 0.85898408 0.86353298 0.86353298 0.87566338 0.87793783
 0.88021228 0.87111448 0.87338893 0.87945413 0.87945413 0.87111448
 0.88400303 0.87263078 0.87414708]"
gsm,punctuation_50,Qwen3-4B,10,"[0.89461713 0.89461713 0.89385898 0.89461713 0.89385898 0.89840788
 0.89764973 0.89461713 0.89840788 0.89916603 0.90826384 0.90068234
 0.89992418 0.90144049 0.90295679 0.90447309]"
gsm,punctuation_50,Qwen3-4B,15,"[0.90674754 0.90523124 0.90750569 0.90447309 0.90750569 0.90295679
 0.90598939 0.90447309 0.90523124 0.90598939 0.91053829]"
gsm,punctuation_50,Qwen3-4B,20,[0.90978014 0.91508719 0.90978014 0.91053829 0.90750569 0.90826384]
gsm,punctuation_50,Qwen3-4B,25,[0.91432904]
math,punctuation_50,Qwen3-4B,1,"[0.44 0.55 0.5  0.47 0.49 0.51 0.46 0.5  0.45 0.48 0.47 0.48 0.49 0.47
 0.54 0.49 0.48 0.52 0.46 0.5  0.48 0.51 0.52 0.51 0.46]"
math,punctuation_50,Qwen3-4B,5,"[0.61 0.59 0.6  0.57 0.58 0.6  0.6  0.6  0.57 0.57 0.58 0.62 0.61 0.58
 0.61 0.59 0.59 0.58 0.57 0.62 0.59]"
math,punctuation_50,Qwen3-4B,10,"[0.65 0.63 0.66 0.64 0.66 0.64 0.64 0.65 0.64 0.64 0.63 0.66 0.63 0.64
 0.67 0.64]"
math,punctuation_50,Qwen3-4B,15,[0.66 0.65 0.69 0.67 0.69 0.66 0.63 0.64 0.65 0.65 0.65]
math,punctuation_50,Qwen3-4B,20,[0.69 0.68 0.71 0.69 0.7  0.68]
math,punctuation_50,Qwen3-4B,25,[0.69]
mmlu,punctuation_50,Qwen3-4B,1,"[0.79981114 0.78564684 0.81397545 0.82058546 0.78564684 0.79508971
 0.80453258 0.79697828 0.79508971 0.80736544 0.802644   0.78470255
 0.79131256 0.79320113 0.79414542 0.79320113 0.78470255 0.79981114
 0.7884797  0.80358829 0.80075543 0.80169972 0.78564684 0.79981114
 0.80830973]"
mmlu,punctuation_50,Qwen3-4B,5,"[0.81397545 0.81869688 0.81869688 0.81869688 0.81491974 0.81869688
 0.82436261 0.81680831 0.81869688 0.81491974 0.82152975 0.81303116
 0.80925401 0.81303116 0.80925401 0.80830973 0.8101983  0.81397545
 0.81491974 0.81869688 0.81303116]"
mmlu,punctuation_50,Qwen3-4B,10,"[0.81869688 0.81869688 0.82530689 0.82436261 0.82058546 0.82152975
 0.82341832 0.81586402 0.81491974 0.81869688 0.81869688 0.81208687
 0.81869688 0.81491974 0.81491974 0.81680831]"
mmlu,punctuation_50,Qwen3-4B,15,"[0.82152975 0.8177526  0.82058546 0.82341832 0.82058546 0.8177526
 0.82058546 0.81964117 0.81491974 0.81680831 0.82058546]"
mmlu,punctuation_50,Qwen3-4B,20,[0.81680831 0.8177526  0.82436261 0.81964117 0.82058546 0.82530689]
mmlu,punctuation_50,Qwen3-4B,25,[0.8177526]
multiarith,punctuation_50,Qwen3-4B,1,"[0.9        0.94444444 0.89444444 0.92777778 0.91111111 0.92222222
 0.93888889 0.89444444 0.92777778 0.90555556 0.90555556 0.91666667
 0.89444444 0.92777778 0.89444444 0.91111111 0.92777778 0.91666667
 0.91666667 0.88333333 0.93333333 0.90555556 0.93888889 0.94444444
 0.92777778]"
multiarith,punctuation_50,Qwen3-4B,5,"[0.96666667 0.97777778 0.98333333 0.98333333 0.97777778 0.97777778
 0.97222222 0.96666667 0.97777778 0.97222222 0.96666667 0.96666667
 0.96666667 0.97222222 0.96666667 0.97222222 0.97222222 0.96111111
 0.96111111 0.97222222 0.97777778]"
multiarith,punctuation_50,Qwen3-4B,10,"[0.97222222 0.97777778 0.98333333 0.97777778 0.97777778 0.97777778
 0.97222222 0.97222222 0.97222222 0.97222222 0.97222222 0.96666667
 0.97777778 0.98333333 0.98888889 0.98333333]"
multiarith,punctuation_50,Qwen3-4B,15,"[0.97222222 0.97222222 0.97777778 0.97222222 0.97222222 0.97222222
 0.97222222 0.97222222 0.97222222 0.97222222 0.97222222]"
multiarith,punctuation_50,Qwen3-4B,20,[0.97222222 0.97222222 0.97222222 0.97777778 0.97222222 0.97222222]
multiarith,punctuation_50,Qwen3-4B,25,[0.97222222]
gsm,r2ata,gemma-3-12b-it,1,"[0.90447309 0.89461713 0.90219864 0.89764973 0.89537528 0.90144049
 0.89385898 0.90144049 0.89840788 0.90144049 0.89613343 0.89689158
 0.89689158 0.90068234 0.90598939 0.89689158 0.89234268 0.89461713
 0.89461713 0.89916603 0.89916603 0.89158453 0.89310083 0.90219864
 0.89764973]"
gsm,r2ata,gemma-3-12b-it,5,"[0.91887794 0.92039424 0.91963609 0.92191054 0.92342684 0.92342684
 0.91660349 0.92191054 0.92039424 0.91887794 0.92039424 0.92115239
 0.92342684 0.91736164 0.91811979 0.91508719 0.91887794 0.91736164
 0.91205459 0.90978014 0.91357089]"
gsm,r2ata,gemma-3-12b-it,10,"[0.92418499 0.92342684 0.92494314 0.92494314 0.92342684 0.92494314
 0.92494314 0.92418499 0.92342684 0.92570129 0.92191054 0.91963609
 0.92266869 0.91963609 0.91887794 0.92115239]"
gsm,r2ata,gemma-3-12b-it,15,"[0.92494314 0.92645944 0.92570129 0.92418499 0.92494314 0.92494314
 0.92266869 0.92418499 0.92191054 0.92115239 0.92266869]"
gsm,r2ata,gemma-3-12b-it,20,[0.92342684 0.92418499 0.92494314 0.92266869 0.92418499 0.92570129]
gsm,r2ata,gemma-3-12b-it,25,[0.92418499]
math,r2ata,gemma-3-12b-it,1,"[0.66 0.61 0.67 0.61 0.61 0.61 0.55 0.54 0.62 0.57 0.58 0.55 0.63 0.64
 0.59 0.58 0.58 0.6  0.62 0.61 0.57 0.54 0.58 0.59 0.61]"
math,r2ata,gemma-3-12b-it,5,"[0.68 0.71 0.68 0.64 0.63 0.6  0.59 0.58 0.65 0.64 0.65 0.64 0.67 0.65
 0.66 0.65 0.64 0.63 0.64 0.63 0.6 ]"
math,r2ata,gemma-3-12b-it,10,"[0.65 0.66 0.67 0.67 0.67 0.66 0.63 0.66 0.69 0.65 0.65 0.66 0.67 0.64
 0.66 0.65]"
math,r2ata,gemma-3-12b-it,15,[0.67 0.66 0.69 0.7  0.67 0.66 0.64 0.66 0.67 0.63 0.65]
math,r2ata,gemma-3-12b-it,20,[0.68 0.68 0.69 0.67 0.66 0.64]
math,r2ata,gemma-3-12b-it,25,[0.66]
mmlu,r2ata,gemma-3-12b-it,1,"[0.84680451 0.85338346 0.84492481 0.84492481 0.85620301 0.84868421
 0.85714286 0.84680451 0.84492481 0.84210526 0.84868421 0.84680451
 0.85808271 0.84210526 0.8637218  0.85714286 0.85150376 0.84492481
 0.85244361 0.84774436 0.85432331 0.85244361 0.84774436 0.84304511
 0.84868421]"
mmlu,r2ata,gemma-3-12b-it,5,"[0.8693609  0.86466165 0.86466165 0.8674812  0.8731203  0.87030075
 0.86654135 0.86090226 0.86466165 0.8693609  0.86654135 0.875
 0.8674812  0.87406015 0.875      0.8712406  0.86278195 0.8693609
 0.87030075 0.8674812  0.8637218 ]"
mmlu,r2ata,gemma-3-12b-it,10,"[0.87030075 0.87406015 0.86654135 0.8712406  0.87030075 0.87406015
 0.87593985 0.86842105 0.87218045 0.8731203  0.8712406  0.87218045
 0.8731203  0.8656015  0.875      0.8712406 ]"
mmlu,r2ata,gemma-3-12b-it,15,"[0.8712406  0.87406015 0.8731203  0.87593985 0.87030075 0.87781955
 0.8731203  0.87218045 0.875      0.8731203  0.8731203 ]"
mmlu,r2ata,gemma-3-12b-it,20,[0.8712406  0.8731203  0.87406015 0.875      0.875      0.87593985]
mmlu,r2ata,gemma-3-12b-it,25,[0.87969925]
multiarith,r2ata,gemma-3-12b-it,1,"[0.98888889 0.98888889 0.99444444 0.99444444 0.99444444 0.99444444
 0.98888889 0.99444444 0.99444444 0.98888889 0.99444444 0.99444444
 0.98888889 0.98333333 0.98888889 0.98333333 0.99444444 0.98333333
 0.99444444 0.99444444 0.99444444 0.98333333 0.98888889 0.98888889
 0.99444444]"
multiarith,r2ata,gemma-3-12b-it,5,"[0.99444444 0.99444444 0.99444444 0.99444444 0.99444444 0.99444444
 0.99444444 0.99444444 0.99444444 0.99444444 0.99444444 0.98888889
 0.98888889 0.98888889 0.98888889 0.99444444 0.99444444 0.98888889
 0.99444444 0.98888889 0.98888889]"
multiarith,r2ata,gemma-3-12b-it,10,"[0.99444444 0.99444444 0.99444444 0.99444444 0.99444444 0.99444444
 0.99444444 0.99444444 0.99444444 0.99444444 0.99444444 0.99444444
 0.98888889 0.98888889 0.98888889 0.98888889]"
multiarith,r2ata,gemma-3-12b-it,15,"[0.99444444 0.99444444 0.99444444 0.99444444 0.99444444 0.99444444
 0.99444444 0.99444444 0.99444444 0.99444444 0.99444444]"
multiarith,r2ata,gemma-3-12b-it,20,[0.99444444 0.99444444 0.99444444 0.99444444 0.99444444 0.99444444]
multiarith,r2ata,gemma-3-12b-it,25,[0.99444444]
gsm,r2ata,gemma-3-4b-it,1,"[0.82714177 0.82638362 0.82865807 0.82335102 0.82183472 0.81197877
 0.83320697 0.82562547 0.83017437 0.81501137 0.81576952 0.82486732
 0.82562547 0.82941622 0.82865807 0.80818802 0.82183472 0.82259287
 0.81956027 0.83320697 0.83169067 0.79757392 0.81956027 0.82259287
 0.82107657]"
gsm,r2ata,gemma-3-4b-it,5,"[0.87263078 0.87338893 0.87111448 0.86959818 0.86732373 0.87338893
 0.87035633 0.87793783 0.87566338 0.87414708 0.87187263 0.87566338
 0.87035633 0.87187263 0.87263078 0.86353298 0.87717968 0.88097043
 0.87793783 0.87490523 0.87414708]"
gsm,r2ata,gemma-3-4b-it,10,"[0.88779378 0.88627748 0.88324488 0.88021228 0.87566338 0.87642153
 0.88551933 0.88627748 0.88248673 0.88324488 0.88551933 0.88476118
 0.88400303 0.88400303 0.88324488 0.88324488]"
gsm,r2ata,gemma-3-4b-it,15,"[0.88779378 0.88703563 0.88324488 0.88097043 0.88476118 0.88476118
 0.88931008 0.89082638 0.88627748 0.88779378 0.88855193]"
gsm,r2ata,gemma-3-4b-it,20,[0.88931008 0.88779378 0.88931008 0.88779378 0.88551933 0.88627748]
gsm,r2ata,gemma-3-4b-it,25,[0.89158453]
math,r2ata,gemma-3-4b-it,1,"[0.49 0.46 0.4  0.47 0.46 0.45 0.51 0.37 0.41 0.4  0.37 0.49 0.48 0.42
 0.47 0.46 0.44 0.49 0.44 0.44 0.4  0.5  0.44 0.47 0.45]"
math,r2ata,gemma-3-4b-it,5,"[0.57 0.57 0.59 0.56 0.57 0.52 0.54 0.5  0.54 0.54 0.58 0.59 0.57 0.54
 0.58 0.56 0.54 0.58 0.54 0.53 0.57]"
math,r2ata,gemma-3-4b-it,10,"[0.63 0.62 0.61 0.61 0.62 0.63 0.61 0.59 0.62 0.62 0.64 0.61 0.58 0.58
 0.61 0.59]"
math,r2ata,gemma-3-4b-it,15,[0.63 0.63 0.62 0.64 0.62 0.62 0.63 0.6  0.61 0.61 0.65]
math,r2ata,gemma-3-4b-it,20,[0.64 0.62 0.61 0.63 0.62 0.62]
math,r2ata,gemma-3-4b-it,25,[0.62]
mmlu,r2ata,gemma-3-4b-it,1,"[0.71765817 0.71860246 0.71104816 0.72898961 0.70632672 0.72332389
 0.69499528 0.71199245 0.69877243 0.70443815 0.71482531 0.69782814
 0.71860246 0.71954674 0.71293673 0.70915958 0.71104816 0.70254958
 0.70915958 0.71104816 0.73465534 0.70915958 0.72426818 0.71954674
 0.71765817]"
mmlu,r2ata,gemma-3-4b-it,5,"[0.74598678 0.75259679 0.74881964 0.74220963 0.74315392 0.74032106
 0.74787535 0.74976393 0.74220963 0.74315392 0.74976393 0.74315392
 0.74032106 0.74598678 0.73371105 0.73276676 0.74409821 0.74032106
 0.75070822 0.75259679 0.75826251]"
mmlu,r2ata,gemma-3-4b-it,10,"[0.76203966 0.75259679 0.75448536 0.75259679 0.74693107 0.74693107
 0.75259679 0.74787535 0.74976393 0.74787535 0.75448536 0.75259679
 0.76109537 0.75731822 0.75826251 0.75826251]"
mmlu,r2ata,gemma-3-4b-it,15,"[0.75826251 0.75826251 0.76109537 0.74976393 0.74881964 0.75259679
 0.75731822 0.7592068  0.76015109 0.76015109 0.76109537]"
mmlu,r2ata,gemma-3-4b-it,20,[0.76298395 0.76015109 0.75826251 0.76015109 0.75731822 0.76203966]
mmlu,r2ata,gemma-3-4b-it,25,[0.76203966]
multiarith,r2ata,gemma-3-4b-it,1,"[0.93888889 0.93333333 0.93333333 0.95       0.93333333 0.95
 0.95       0.94444444 0.95       0.93333333 0.93888889 0.95
 0.95555556 0.91666667 0.94444444 0.94444444 0.96111111 0.95
 0.93333333 0.96111111 0.94444444 0.93888889 0.91666667 0.93888889
 0.93333333]"
multiarith,r2ata,gemma-3-4b-it,5,"[0.94444444 0.95       0.96111111 0.96111111 0.96111111 0.96111111
 0.96111111 0.95       0.96111111 0.94444444 0.95       0.95
 0.95555556 0.94444444 0.95       0.95       0.96111111 0.96111111
 0.95555556 0.95555556 0.95      ]"
multiarith,r2ata,gemma-3-4b-it,10,"[0.96111111 0.95       0.95555556 0.95555556 0.95       0.95555556
 0.95555556 0.95       0.95555556 0.95       0.95555556 0.95
 0.96111111 0.94444444 0.95       0.93888889]"
multiarith,r2ata,gemma-3-4b-it,15,"[0.95555556 0.95555556 0.95555556 0.95       0.95       0.95555556
 0.96111111 0.95       0.95       0.95       0.95555556]"
multiarith,r2ata,gemma-3-4b-it,20,[0.95555556 0.95       0.96111111 0.95555556 0.95       0.95555556]
multiarith,r2ata,gemma-3-4b-it,25,[0.95555556]
gsm,r2ata,Llama-3.1-8B-Instruct,1,"[0.60348749 0.60197119 0.60197119 0.59135709 0.61713419 0.60955269
 0.61637604 0.61031084 0.62774829 0.59742229 0.60424564 0.61561789
 0.60121304 0.62623199 0.63078089 0.56709629 0.59742229 0.59287339
 0.60955269 0.61637604 0.60955269 0.61485974 0.61561789 0.62092494
 0.59969674]"
gsm,r2ata,Llama-3.1-8B-Instruct,5,"[0.76497346 0.77179682 0.79909022 0.77103867 0.77862017 0.75284306
 0.75132676 0.74374526 0.78771797 0.73464746 0.74601971 0.75511751
 0.75435936 0.77482942 0.75739196 0.73843821 0.78316907 0.81652767
 0.78392722 0.75284306 0.76421531]"
gsm,r2ata,Llama-3.1-8B-Instruct,10,"[0.85822593 0.85367703 0.84988628 0.84685368 0.84988628 0.84230478
 0.84078848 0.83851403 0.84533738 0.83396513 0.83320697 0.83775588
 0.84230478 0.84533738 0.83775588 0.84003033]"
gsm,r2ata,Llama-3.1-8B-Instruct,15,"[0.87338893 0.86959818 0.86429113 0.86125853 0.86580743 0.86504928
 0.86277483 0.86656558 0.86959818 0.86201668 0.85670963]"
gsm,r2ata,Llama-3.1-8B-Instruct,20,[0.87414708 0.88172858 0.88021228 0.87869598 0.87566338 0.87338893]
gsm,r2ata,Llama-3.1-8B-Instruct,25,[0.87717968]
math,r2ata,Llama-3.1-8B-Instruct,1,"[0.23 0.29 0.23 0.22 0.23 0.23 0.27 0.22 0.29 0.22 0.26 0.22 0.2  0.23
 0.25 0.21 0.22 0.25 0.22 0.23 0.26 0.21 0.23 0.24 0.27]"
math,r2ata,Llama-3.1-8B-Instruct,5,"[0.34 0.39 0.37 0.36 0.38 0.39 0.35 0.36 0.34 0.32 0.35 0.32 0.34 0.35
 0.37 0.33 0.33 0.34 0.32 0.33 0.33]"
math,r2ata,Llama-3.1-8B-Instruct,10,"[0.44 0.47 0.44 0.42 0.44 0.46 0.43 0.45 0.42 0.4  0.41 0.41 0.42 0.42
 0.42 0.39]"
math,r2ata,Llama-3.1-8B-Instruct,15,[0.48 0.5  0.46 0.45 0.46 0.45 0.44 0.46 0.44 0.43 0.46]
math,r2ata,Llama-3.1-8B-Instruct,20,[0.48 0.5  0.46 0.47 0.47 0.46]
math,r2ata,Llama-3.1-8B-Instruct,25,[0.49]
mmlu,r2ata,Llama-3.1-8B-Instruct,1,"[0.51221805 0.51691729 0.51315789 0.49154135 0.49154135 0.4981203
 0.4981203  0.50845865 0.5037594  0.49342105 0.48026316 0.47180451
 0.47180451 0.4943609  0.50281955 0.51973684 0.5112782  0.5075188
 0.51033835 0.51597744 0.53947368 0.48966165 0.4943609  0.50657895
 0.49154135]"
mmlu,r2ata,Llama-3.1-8B-Instruct,5,"[0.6137218  0.6156015  0.60714286 0.59304511 0.60244361 0.59492481
 0.58740602 0.60714286 0.59022556 0.59868421 0.58646617 0.60056391
 0.58552632 0.60338346 0.6174812  0.6137218  0.60808271 0.61184211
 0.61654135 0.60808271 0.60808271]"
mmlu,r2ata,Llama-3.1-8B-Instruct,10,"[0.63909774 0.64003759 0.6325188  0.62969925 0.6268797  0.6306391
 0.63345865 0.64003759 0.64097744 0.62406015 0.64379699 0.63533835
 0.65507519 0.64943609 0.65037594 0.64473684]"
mmlu,r2ata,Llama-3.1-8B-Instruct,15,"[0.65507519 0.65601504 0.65131579 0.65883459 0.65131579 0.64943609
 0.65037594 0.65413534 0.66071429 0.65789474 0.66823308]"
mmlu,r2ata,Llama-3.1-8B-Instruct,20,[0.65977444 0.66071429 0.66823308 0.66635338 0.67105263 0.66447368]
mmlu,r2ata,Llama-3.1-8B-Instruct,25,[0.67199248]
multiarith,r2ata,Llama-3.1-8B-Instruct,1,"[0.81111111 0.82777778 0.81666667 0.84444444 0.80555556 0.82777778
 0.83333333 0.82777778 0.82777778 0.78888889 0.78333333 0.8
 0.81666667 0.83888889 0.81666667 0.8        0.82222222 0.80555556
 0.8        0.78888889 0.77777778 0.8        0.80555556 0.83888889
 0.80555556]"
multiarith,r2ata,Llama-3.1-8B-Instruct,5,"[0.97222222 0.97222222 0.97222222 0.98888889 0.97222222 0.96666667
 0.95555556 0.95555556 0.94444444 0.97222222 0.98333333 0.96666667
 0.96111111 0.96666667 0.98333333 0.97222222 0.93888889 0.97222222
 0.96666667 0.97222222 0.96666667]"
multiarith,r2ata,Llama-3.1-8B-Instruct,10,"[0.98888889 0.99444444 0.97777778 0.99444444 1.         1.
 0.98888889 0.97777778 0.97222222 0.98333333 0.99444444 0.98888889
 0.99444444 0.98888889 0.97777778 0.97777778]"
multiarith,r2ata,Llama-3.1-8B-Instruct,15,"[0.99444444 1.         1.         0.99444444 0.99444444 0.99444444
 0.99444444 0.99444444 0.99444444 0.98333333 0.99444444]"
multiarith,r2ata,Llama-3.1-8B-Instruct,20,[0.99444444 0.99444444 0.99444444 0.99444444 0.99444444 0.99444444]
multiarith,r2ata,Llama-3.1-8B-Instruct,25,[0.98888889]
gsm,r2ata,Mistral-7B-Instruct-v0.3,1,"[0.36997726 0.36239575 0.37680061 0.37528431 0.36997726 0.37831691
 0.39044731 0.39575436 0.38514026 0.39044731 0.39196361 0.358605
 0.36770281 0.38514026 0.39196361 0.39651251 0.38134951 0.38589841
 0.37528431 0.39954511 0.38893101 0.40106141 0.39044731 0.41774071
 0.39044731]"
gsm,r2ata,Mistral-7B-Instruct-v0.3,5,"[0.46702047 0.47081122 0.48066717 0.46550417 0.46929492 0.48976497
 0.48521607 0.51630023 0.53146323 0.47839272 0.49431387 0.45564822
 0.47460197 0.48218347 0.48749052 0.49886277 0.50796058 0.51554208
 0.51023503 0.49734647 0.50796058]"
gsm,r2ata,Mistral-7B-Instruct-v0.3,10,"[0.59438969 0.59363154 0.59211524 0.60879454 0.59135709 0.59666414
 0.59969674 0.60348749 0.59969674 0.58529189 0.57846854 0.58377559
 0.59514784 0.59059894 0.58984079 0.60727824]"
gsm,r2ata,Mistral-7B-Instruct-v0.3,15,"[0.63153904 0.63002274 0.641395   0.63912055 0.63229719 0.62926459
 0.63153904 0.63760425 0.62850644 0.63002274 0.61940864]"
gsm,r2ata,Mistral-7B-Instruct-v0.3,20,[0.65579985 0.6550417  0.65579985 0.6489765  0.64518575 0.64973465]
gsm,r2ata,Mistral-7B-Instruct-v0.3,25,[0.65731615]
math,r2ata,Mistral-7B-Instruct-v0.3,1,"[0.05 0.07 0.06 0.06 0.07 0.06 0.06 0.07 0.04 0.07 0.03 0.03 0.03 0.08
 0.03 0.07 0.06 0.06 0.05 0.05 0.05 0.06 0.05 0.03 0.08]"
math,r2ata,Mistral-7B-Instruct-v0.3,5,"[0.09 0.08 0.08 0.1  0.09 0.09 0.06 0.07 0.06 0.1  0.06 0.07 0.07 0.09
 0.06 0.07 0.05 0.07 0.06 0.04 0.07]"
math,r2ata,Mistral-7B-Instruct-v0.3,10,"[0.1  0.09 0.12 0.14 0.13 0.13 0.11 0.11 0.09 0.11 0.1  0.1  0.09 0.1
 0.08 0.09]"
math,r2ata,Mistral-7B-Instruct-v0.3,15,[0.12 0.13 0.15 0.14 0.12 0.12 0.11 0.1  0.08 0.11 0.09]
math,r2ata,Mistral-7B-Instruct-v0.3,20,[0.11 0.12 0.12 0.14 0.12 0.12]
math,r2ata,Mistral-7B-Instruct-v0.3,25,[0.13]
mmlu,r2ata,Mistral-7B-Instruct-v0.3,1,"[0.37969925 0.3787594  0.39003759 0.37030075 0.3768797  0.36278195
 0.40319549 0.3731203  0.35056391 0.35714286 0.36090226 0.36090226
 0.36842105 0.36090226 0.35996241 0.38815789 0.34492481 0.38157895
 0.35526316 0.37218045 0.38533835 0.39097744 0.35808271 0.34680451
 0.37030075]"
mmlu,r2ata,Mistral-7B-Instruct-v0.3,5,"[0.41635338 0.42575188 0.42857143 0.42669173 0.40413534 0.41917293
 0.44360902 0.41447368 0.40507519 0.41353383 0.40507519 0.41635338
 0.42105263 0.41541353 0.41165414 0.41729323 0.41541353 0.42763158
 0.41823308 0.40507519 0.42481203]"
mmlu,r2ata,Mistral-7B-Instruct-v0.3,10,"[0.44266917 0.44078947 0.44642857 0.44454887 0.43327068 0.43984962
 0.44454887 0.43139098 0.42481203 0.43890977 0.43609023 0.43233083
 0.44266917 0.43890977 0.42951128 0.42669173]"
mmlu,r2ata,Mistral-7B-Instruct-v0.3,15,"[0.45206767 0.44454887 0.44266917 0.44736842 0.43890977 0.44642857
 0.45206767 0.44548872 0.43421053 0.43045113 0.44454887]"
mmlu,r2ata,Mistral-7B-Instruct-v0.3,20,[0.45300752 0.45206767 0.44924812 0.44924812 0.44642857 0.43609023]
mmlu,r2ata,Mistral-7B-Instruct-v0.3,25,[0.44736842]
multiarith,r2ata,Mistral-7B-Instruct-v0.3,1,"[0.66111111 0.68888889 0.70555556 0.66111111 0.73888889 0.65555556
 0.73888889 0.69444444 0.67222222 0.69444444 0.68888889 0.68888889
 0.66111111 0.73888889 0.67222222 0.67777778 0.71666667 0.72222222
 0.65       0.72777778 0.74444444 0.66111111 0.74444444 0.68888889
 0.71111111]"
multiarith,r2ata,Mistral-7B-Instruct-v0.3,5,"[0.86111111 0.89444444 0.87777778 0.85       0.91111111 0.85
 0.87777778 0.87777778 0.85555556 0.88888889 0.87222222 0.83888889
 0.87777778 0.89444444 0.86666667 0.89444444 0.90555556 0.87777778
 0.90555556 0.88888889 0.88888889]"
multiarith,r2ata,Mistral-7B-Instruct-v0.3,10,"[0.92777778 0.93333333 0.93888889 0.92222222 0.95       0.93888889
 0.92777778 0.92222222 0.93333333 0.92222222 0.92777778 0.92777778
 0.92777778 0.92777778 0.92777778 0.92777778]"
multiarith,r2ata,Mistral-7B-Instruct-v0.3,15,"[0.94444444 0.95       0.94444444 0.96111111 0.95       0.94444444
 0.93333333 0.93333333 0.94444444 0.93333333 0.93888889]"
multiarith,r2ata,Mistral-7B-Instruct-v0.3,20,[0.94444444 0.95       0.94444444 0.95555556 0.95555556 0.95555556]
multiarith,r2ata,Mistral-7B-Instruct-v0.3,25,[0.95555556]
gsm,r2ata,Qwen3-14B,1,"[0.85670963 0.85216073 0.86050038 0.86504928 0.86277483 0.86884003
 0.87263078 0.85746778 0.86353298 0.85519333 0.85140258 0.86959818
 0.87035633 0.86884003 0.85822593 0.86429113 0.86884003 0.85898408
 0.86125853 0.85974223 0.86656558 0.85898408 0.86504928 0.86884003
 0.86429113]"
gsm,r2ata,Qwen3-14B,5,"[0.90295679 0.90826384 0.90674754 0.90674754 0.90750569 0.90750569
 0.90750569 0.89992418 0.89992418 0.90068234 0.90371494 0.91357089
 0.90674754 0.90371494 0.90447309 0.90371494 0.90447309 0.90598939
 0.90902199 0.91129644 0.91129644]"
gsm,r2ata,Qwen3-14B,10,"[0.91736164 0.91811979 0.91508719 0.91660349 0.91660349 0.91887794
 0.92115239 0.91811979 0.91736164 0.92039424 0.91736164 0.92191054
 0.91736164 0.91811979 0.91508719 0.91660349]"
gsm,r2ata,Qwen3-14B,15,"[0.92039424 0.92191054 0.92039424 0.91963609 0.92115239 0.91963609
 0.91887794 0.91887794 0.92115239 0.92039424 0.91811979]"
gsm,r2ata,Qwen3-14B,20,[0.92418499 0.92191054 0.92191054 0.92191054 0.91887794 0.91736164]
gsm,r2ata,Qwen3-14B,25,[0.92418499]
math,r2ata,Qwen3-14B,1,"[0.48 0.51 0.47 0.49 0.52 0.5  0.47 0.46 0.47 0.47 0.51 0.49 0.52 0.49
 0.45 0.47 0.51 0.48 0.48 0.5  0.49 0.44 0.5  0.47 0.5 ]"
math,r2ata,Qwen3-14B,5,"[0.58 0.6  0.56 0.57 0.59 0.59 0.57 0.56 0.53 0.57 0.57 0.55 0.56 0.54
 0.53 0.56 0.57 0.57 0.55 0.56 0.58]"
math,r2ata,Qwen3-14B,10,"[0.61 0.65 0.61 0.6  0.66 0.62 0.6  0.6  0.58 0.6  0.63 0.61 0.6  0.62
 0.61 0.6 ]"
math,r2ata,Qwen3-14B,15,[0.66 0.67 0.65 0.66 0.68 0.65 0.64 0.63 0.65 0.66 0.65]
math,r2ata,Qwen3-14B,20,[0.69 0.69 0.67 0.67 0.7  0.67]
math,r2ata,Qwen3-14B,25,[0.7]
mmlu,r2ata,Qwen3-14B,1,"[0.80075188 0.80921053 0.80357143 0.79699248 0.81390977 0.80733083
 0.82330827 0.79887218 0.81203008 0.81109023 0.81860902 0.80921053
 0.81672932 0.80263158 0.80263158 0.81015038 0.80827068 0.81296992
 0.80263158 0.79605263 0.81390977 0.80733083 0.79699248 0.80639098
 0.80169173]"
mmlu,r2ata,Qwen3-14B,5,"[0.82142857 0.81954887 0.82424812 0.81860902 0.82518797 0.82800752
 0.82988722 0.82142857 0.82706767 0.82142857 0.82048872 0.81766917
 0.81954887 0.81954887 0.82612782 0.82142857 0.82424812 0.82236842
 0.82424812 0.81766917 0.82894737]"
mmlu,r2ata,Qwen3-14B,10,"[0.81860902 0.82048872 0.82048872 0.82142857 0.82518797 0.82236842
 0.82518797 0.82612782 0.82518797 0.82612782 0.82612782 0.82706767
 0.82988722 0.82330827 0.82142857 0.82518797]"
mmlu,r2ata,Qwen3-14B,15,"[0.82142857 0.82048872 0.82142857 0.82048872 0.82894737 0.82142857
 0.82518797 0.82612782 0.83176692 0.82706767 0.82894737]"
mmlu,r2ata,Qwen3-14B,20,[0.82518797 0.82706767 0.82424812 0.82706767 0.82706767 0.82706767]
